Trainer,Name,Location,Items,Required,Double,Pokemon,Ability,Held Item,Level,Attack 1,Attack 2,Attack 3,Attack 4,IV
,,,,,,Linoone,Pickup,,20,Tail Whip,Headbutt,Sand Attack,Odor Sleuth,0
rse_youngster,Timmy,Route 110,,,,Poochyena,Run Away,,12,Tackle,Howl,Sand Attack,~,0
,,,,,,Aron,Sturdy,,16,Harden,Mud-Slap,Headbutt,Metal Claw,0
,,,,,,Electrike,Static,,14,Tackle,Thunder Wave,Leer,Howl,0
rse_youngster,Tommy,Rustboro Gym,,,,Geodude,Rock Head,,11,Tackle,Defense Curl,Mud Sport,Rock Throw,100
rs_brendan,Brendan {Treecko},Route 103 (West),,y,,Torchic,Blaze,,5,Scratch,Growl,~,~,0
rs_brendan,Brendan {Torchic},Route 103 (West),,y,,Mudkip,Torrent,,5,Tackle,Growl,~,~,0
rs_brendan,Brendan {Mudkip},Route 103 (West),,y,,Treecko,Overgrow,,5,Pound,Leer,~,~,0
rs_brendan,Brendan {Treecko},Route 110,,y,,Wailmer,Water Veil,,18,Splash,Growl,Water Gun,Rollout,50
,,,,,,Shroomish,Effect Spore,,18,Tackle,Stun Spore,Leech Seed,Mega Drain,50
,,,,,,Combusken,Blaze,,20,Focus Energy,Ember,Double Kick,Peck,100
rs_brendan,Brendan {Torchic},Route 110,,y,,Shroomish,Effect Spore,,18,Tackle,Stun Spore,Leech Seed,Mega Drain,50
,,,,,,Numel,Oblivious,,18,Growl,Tackle,Ember,~,50
,,,,,,Marshtomp,Torrent,,20,Water Gun,Bide,Mud Shot,Foresight,100
rs_brendan,Brendan {Mudkip},Route 110,,y,,Numel,Oblivious,,18,Growl,Tackle,Ember,~,50
,,,,,,Wailmer,Water Veil,,18,Splash,Growl,Water Gun,Rollout,50
,,,,,,Grovyle,Overgrow,,20,Absorb,Quick Attack,Fury Cutter,Pursuit,100
rs_brendan,Brendan {Treecko},Route 119 (North),,y,,Wailmer,Water Veil,,29,Rollout,Whirlpool,Astonish,Water Pulse,100
,,,,,,Shroomish,Effect Spore,,29,Leech Seed,Mega Drain,Headbutt,Poison Powder,100
,,,,,,Combusken,Blaze,,31,Double Kick,Peck,Sand Attack,Bulk Up,150
rs_brendan,Brendan {Torchic},Route 119 (North),,y,,Shroomish,Effect Spore,,29,Leech Seed,Mega Drain,Headbutt,Poison Powder,100
,,,,,,Numel,Oblivious,,29,Ember,Magnitude,Focus Energy,Take Down,100
,,,,,,Marshtomp,Torrent,,31,Mud Shot,Foresight,Mud Sport,Take Down,150
rs_brendan,Brendan {Mudkip},Route 119 (North),,y,,Numel,Oblivious,,29,Ember,Magnitude,Focus Energy,Take Down,100
,,,,,,Wailmer,Water Veil,,29,Rollout,Whirlpool,Astonish,Water Pulse,100
,,,,,,Grovyle,Overgrow,,31,Fury Cutter,Pursuit,Screech,Leaf Blade,150
rs_brendan,Brendan {Treecko},Lilycove City,,,,Swellow,Guts,,31,Quick Attack,Wing Attack,Double Team,Endeavor,150
,,,,,,Wailmer,Water Veil,,32,Whirlpool,Astonish,Water Pulse,Mist,150
,,,,,,Shroomish,Effect Spore,,32,Leech Seed,Mega Drain,Headbutt,Poison Powder,150
,,,,,,Combusken,Blaze,,34,Peck,Sand Attack,Bulk Up,Quick Attack,200
rs_brendan,Brendan {Torchic},Lilycove City,,,,Swellow,Guts,,31,Quick Attack,Wing Attack,Double Team,Endeavor,150
,,,,,,Shroomish,Effect Spore,,32,Leech Seed,Mega Drain,Headbutt,Poison Powder,150
,,,,,,Numel,Oblivious,,32,Magnitude,Focus Energy,Take Down,Amnesia,150
,,,,,,Marshtomp,Torrent,,34,Mud Shot,Foresight,Mud Sport,Take Down,200
rs_brendan,Brendan {Mudkip},Lilycove City,,,,Swellow,Guts,,31,Quick Attack,Wing Attack,Double Team,Endeavor,150
,,,,,,Numel,Oblivious,,32,Magnitude,Focus Energy,Take Down,Amnesia,150
,,,,,,Wailmer,Water Veil,,32,Whirlpool,Astonish,Water Pulse,Mist,150
,,,,,,Grovyle,Overgrow,,34,Fury Cutter,Pursuit,Screech,Leaf Blade,200
rs_may,May {Treecko},Route 103 (West),,y,,Torchic,Blaze,,5,Scratch,Growl,~,~,0
rs_may,May {Torchic},Route 103 (West),,y,,Mudkip,Torrent,,5,Tackle,Growl,~,~,0
rs_may,May {Mudkip},Route 103 (West),,y,,Treecko,Overgrow,,5,Pound,Leer,~,~,0
rs_may,May {Treecko},Route 110,,y,,Wailmer,Water Veil,,18,Splash,Growl,Water Gun,Rollout,50
,,,,,,Shroomish,Effect Spore,,18,Tackle,Stun Spore,Leech Seed,Mega Drain,50
,,,,,,Combusken,Blaze,,20,Focus Energy,Ember,Double Kick,Peck,100
rs_may,May {Torchic},Route 110,,y,,Shroomish,Effect Spore,,18,Tackle,Stun Spore,Leech Seed,Mega Drain,50
,,,,,,Numel,Oblivious,,18,Growl,Tackle,Ember,~,50
,,,,,,Marshtomp,Torrent,,20,Water Gun,Bide,Mud Shot,Foresight,100
rs_may,May {Mudkip},Route 110,,y,,Wailmer,Water Veil,,18,Splash,Growl,Water Gun,Rollout,50
,,,,,,Numel,Oblivious,,18,Growl,Tackle,Ember,~,50
,,,,,,Grovyle,Overgrow,,20,Absorb,Quick Attack,Fury Cutter,Pursuit,100
rs_may,May {Treecko},Route 119 (North),,y,,Wailmer,Water Veil,,29,Rollout,Whirlpool,Astonish,Water Pulse,100
,,,,,,Shroomish,Effect Spore,,29,Leech Seed,Mega Drain,Headbutt,Poison Powder,100
,,,,,,Combusken,Blaze,,31,Double Kick,Peck,Sand Attack,Bulk Up,150
rs_may,May {Torchic},Route 119 (North),,y,,Shroomish,Effect Spore,,29,Leech Seed,Mega Drain,Headbutt,Poison Powder,100
,,,,,,Numel,Oblivious,,29,Ember,Magnitude,Focus Energy,Take Down,100
,,,,,,Marshtomp,Torrent,,31,Mud Shot,Foresight,Mud Sport,Take Down,150
rs_may,May {Mudkip},Route 119 (North),,y,,Numel,Oblivious,,29,Ember,Magnitude,Focus Energy,Take Down,100
,,,,,,Wailmer,Water Veil,,29,Rollout,Whirlpool,Astonish,Water Pulse,100
,,,,,,Grovyle,Overgrow,,31,Fury Cutter,Pursuit,Screech,Leaf Blade,150
rs_may,May {Treecko},Lilycove City,,,,Swellow,Guts,,31,Quick Attack,Wing Attack,Double Team,Endeavor,150
,,,,,,Wailmer,Water Veil,,32,Whirlpool,Astonish,Water Pulse,Mist,150
,,,,,,Shroomish,Effect Spore,,32,Leech Seed,Mega Drain,Headbutt,Poison Powder,150
,,,,,,Combusken,Blaze,,34,Peck,Sand Attack,Bulk Up,Quick Attack,200
rs_may,May {Torchic},Lilycove City,,,,Swellow,Guts,,31,Quick Attack,Wing Attack,Double Team,Endeavor,150
,,,,,,Shroomish,Effect Spore,,32,Leech Seed,Mega Drain,Headbutt,Poison Powder,150
,,,,,,Numel,Oblivious,,32,Magnitude,Focus Energy,Take Down,Amnesia,150
,,,,,,Marshtomp,Torrent,,34,Mud Shot,Foresight,Mud Sport,Take Down,200
rs_may,May {Mudkip},Lilycove City,,,,Swellow,Guts,,31,Quick Attack,Wing Attack,Double Team,Endeavor,150
,,,,,,Numel,Oblivious,,32,Magnitude,Focus Energy,Take Down,Amnesia,150
,,,,,,Wailmer,Water Veil,,32,Whirlpool,Astonish,Water Pulse,Mist,150
,,,,,,Grovyle,Overgrow,,34,Fury Cutter,Pursuit,Screech,Leaf Blade,200
rs_wallace,Wallace,Sootopolis Gym,[2] Hyper Potion,y,,Luvdisc,Swift Swim,,40,Water Pulse,Attract,Sweet Kiss,Flail,200
,,,,,,Whiscash,Oblivious,,42,Rain Dance,Water Pulse,Amnesia,Earthquake,200
,,,,,,Sealeo,Thick Fat,,40,Encore,Body Slam,Aurora Beam,Water Pulse,200
,,,,,,Seaking,Swift Swim,,42,Water Pulse,Rain Dance,Fury Attack,Horn Drill,200
,,,,,,Milotic,Marvel Scale,,43,Water Pulse,Twister,Recover,Ice Beam,250
